,Name,Author,num_page,Language,User_rating,rating_num,Reviews,Genre_1,G_1_id,fiction,non_fiction,Genre_2,Genre_3,Year,Publisher
5753,Uncle Vanya,Anton Chekhov,116,English,3.81,21965,765,Plays,19,1,0,Classics,Drama,2006,Dodo Press
5754,The Masterharper of Pern,Anne McCaffrey,463,English,4.25,23514,370,Fantasy,0,1,0,Science Fiction,Fantasy,1999,Corgi
5755,Lady of Hay,Barbara Erskine,600,English,4.05,7271,588,Historical,6,0,1,Historical Fiction,Historical,2001,Welcome Rain Publishers
5756,Q,Luther Blissett,768,English,4.19,7270,551,Historical,6,1,0,Historical Fiction,Fiction,2005,Mariner Books
5757,Musicophilia: Tales of Music and the Brain,Oliver Sacks,400,English,3.92,63177,2517,Nonfiction,5,0,1,Music,Science,2007,Knopf Canada
5758,The Girl with the Lower Back Tattoo,Amy Schumer,323,English,3.72,116190,8959,Nonfiction,5,0,1,Autobiography,Memoir,2016,Gallery Books
5759,Tempting the Beast,Lora Leigh,284,English,3.9,24407,1158,Fantasy,0,1,0,Paranormal,Romance,2003,Ellora's Cave
5760,The Assault,Harry Mulisch,185,English,3.73,13087,638,Fiction,1,1,0,Historical,Historical Fiction,1986,Pantheon
5761,A Handful of Dust,Evelyn Waugh,308,English,3.91,24057,1343,Fiction,1,1,0,Classics,Literature,1977,Back Bay Books
5762,King of Thorns,Mark  Lawrence,449,English,4.19,59444,2866,Fantasy,0,1,0,Fiction,Fantasy,2012,Ace Books
5763,Between the Lines,Jodi Picoult,353,English,3.58,41431,5558,Young Adult,2,1,0,Fantasy,Romance,2012,Simon Pulse Simon Schuster
5764,The Story of the Lost Child,Elena Ferrante,473,English,4.41,99117,7317,Fiction,1,1,0,Cultural,Italy,2015,Europa Editions
5765,Honor,Elif Shafak,352,English,4.09,16961,1755,Fiction,1,1,0,Historical,Historical Fiction,2013,Viking
5766,The Stories of John Cheever,John Cheever,693,English,4.27,14087,742,Short Stories,-1,1,0,Fiction,Classics,2000,Vintage International
5767,Cryer's Cross,Lisa McMann,233,English,3.73,10603,1696,Fantasy,0,1,0,Romance,Young Adult,2011,Simon Pulse
5768,Moonblood,Anne Elisabeth Stengl,373,English,4.33,909,104,Fantasy,0,1,0,Christian Fiction,Christian,2012,Bethany House
5769,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,63,English,4.5,69253,8528,Nonfiction,5,0,1,Feminism,Writing,2017,Knopf Publishing Group
5770,When Never Comes,Barbara  Davis,368,English,4.06,34936,1760,Fiction,1,1,0,Contemporary,Romance,2018,Lake Union Publishing
5771,The Paying Guests,Sarah Waters,564,English,3.45,78894,8693,Historical,6,1,0,Historical Fiction,Fiction,2014,Riverhead Books
5772,The Coffin Dancer,Jeffery Deaver,532,English,4.14,52770,1264,Mystery,8,1,0,Thriller,Mystery,1999,Pocket Books
5773,Henry VIII,William Shakespeare,352,English,3.51,9180,384,Plays,19,1,0,Classics,Drama,2007,Simon  Schuster
5774,The Last Cato,Matilde Asensi,464,English,3.89,9399,607,Fiction,1,1,0,Historical,Historical Fiction,2007,Harper Perennial
5775,"King Henry IV, Part 1",William Shakespeare,398,English,3.79,27729,1191,Plays,19,1,0,Classics,Drama,2002,Bloomsbury Arden Shakespeare
5776,The Gift,James Patterson,333,English,3.78,27401,1538,Fantasy,0,1,0,Young Adult,Science Fiction,2010,Grand Central Publishing
5777,"The Complete Hush, Hush Saga: Hush, Hush / Crescendo / Silence / Finale",Becca Fitzpatrick,1744,English,4.45,7109,238,Fantasy,0,1,0,Romance,Fantasy,2012,Simon  Schuster Books for Young Readers
5778,As the Crow Flies,Jeffrey Archer,800,English,4.12,21486,883,Fiction,1,1,0,Historical,Historical Fiction,2004,St. Martin's Paperbacks
5779,Moxie,Jennifer Mathieu,330,English,4.26,25800,5418,Young Adult,2,0,1,Contemporary,Feminism,2017,Roaring Brook Press
5780,Small Sacrifices,Ann Rule,496,English,4.24,26968,882,Crime,-1,0,1,True Crime,Nonfiction,1988,Berkley Books
5781,Shield of Thunder,David Gemmell,480,English,4.37,9608,298,Fantasy,0,1,0,Historical,Historical Fiction,2006,Bantam Press
5782,Sapphique,Catherine Fisher,470,English,3.7,21805,1898,Fantasy,0,1,0,Young Adult,Science Fiction,2008,Hodder Children's Books
5783,Discipline and Punish: The Birth of the Prison,Michel Foucault,333,English,4.23,27932,1084,Philosophy,16,0,1,History,Sociology,1995,Vintage
5784,The Girl in the Ice,Robert Bryndza,670,English,3.96,74709,5412,Mystery,8,1,0,Thriller,Mystery,2016,Bookouture
5785,The Midnight Line,Lee Child,368,English,4.06,71799,4705,Fiction,1,1,0,Thriller,Mystery,2017,Delacorte Press
5786,Alexander Hamilton,Ron Chernow,818,English,4.17,160928,9127,History,17,0,1,Biography,Nonfiction,2005,Penguin Books
5787,Paint it Black,Janet Fitch,387,English,3.49,11592,1128,Fiction,1,1,0,Contemporary,Adult,2006,"Little, Brown and Company/Hachette Book Group, Inc."
5788,Dance of the Gods,Nora Roberts,321,English,4.16,29123,781,Romance,3,1,0,Fantasy,Fantasy,2006,Jove
5789,Thirteen Moons,Charles Frazier,422,English,3.71,13628,1985,Historical,6,1,0,Historical Fiction,Fiction,2006,Random House
5790,Mirror Image,Sandra Brown,448,English,4.02,13946,829,Romance,3,1,0,Romance,Romantic Suspense,1990,Grand Central Publishing
5791,Gone,Lisa McMann,214,English,3.68,33242,1993,Young Adult,2,1,0,Fantasy,Fantasy,2010,Simon  Schuster Books for Young Readers
5792,Nightwood,Djuna Barnes,182,English,3.63,10431,1110,Fiction,1,1,0,Classics,LGBT,2006,New Directions
5793,Midnight's Daughter,Karen Chance,373,English,4,19239,775,Fantasy,0,1,0,Urban Fantasy,Paranormal,2008,New American Library
5794,The Fairy Godmother,Mercedes Lackey,479,English,3.98,17634,1045,Fantasy,0,1,0,Romance,Fantasy,2004,Luna
5795,Puhdistus,Sofi Oksanen,381,Finnish,3.9,14963,1239,Fiction,1,1,0,Historical,Historical Fiction,2008,WSOY
5796,Rock Chick Rescue,Kristen Ashley,498,English,4.3,35691,2226,Romance,3,1,0,Romance,Contemporary Romance,2009,FeedARead.com
5797,Human Acts,Han Kang,218,English,4.2,19314,3132,Fiction,1,1,0,Historical,Historical Fiction,2017,Hogarth Press
5798,The Feast of All Saints,Anne Rice,570,English,3.86,17696,430,Fiction,1,1,0,Historical,Historical Fiction,1992,Ballantine Books
5799,Understanding Comics: The Invisible Art,Scott McCloud,215,English,3.99,114698,2489,Sequential Art,10,1,0,Comics,Sequential Art,1993,William Morrow Paperbacks
5800,Jumper,Steven Gould,345,English,3.91,13791,1204,Science Fiction,7,1,0,Young Adult,Fiction,2002,Starscape
5801,White: The Great Pursuit,Ted Dekker,400,English,4.27,30037,720,Fantasy,0,1,0,Christian Fiction,Fiction,2005,Thomas Nelson
5802,The Merchant's Daughter,Melanie Dickerson,288,English,3.96,13001,1314,Historical,6,1,0,Historical Fiction,Romance,2011,Zondervan
5803,Mother,Maxim Gorky,285,English,3.95,14251,1089,Fiction,1,1,0,Classics,Cultural,2006,Echo Library
5804,The Language of Thorns: Midnight Tales and Dangerous Magic,Leigh Bardugo,281,English,4.35,43379,7685,Fantasy,0,1,0,Young Adult,Short Stories,2017,Imprint
5805,Leonardo da Vinci,Walter Isaacson,600,English,4.14,85700,4764,Biography,-1,0,1,Nonfiction,History,2017,Simon & Schuster
5806,Deerskin,Robin McKinley,384,English,3.9,21368,1489,Fantasy,0,1,0,Fantasy,Fairy Tales,2005,Ace Books
5807,Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,Henry Hazlitt,218,English,4.16,17498,1471,Economics,-1,0,1,Nonfiction,Business,1979,Three Rivers Press
5808,The Matarese Circle,Robert Ludlum,544,English,4.06,42430,387,Fiction,1,1,0,Thriller,Mystery,2004,Orion Publishing Group
5809,Everything Leads to You,Nina LaCour,307,English,3.85,30845,3336,Young Adult,2,0,1,LGBT,Contemporary,2014,Dutton Books for Young Readers
5810,Sweet Thing,Renee Carlino,320,English,3.97,16813,2220,Romance,3,1,0,New Adult,Contemporary,2013,Atria Books
5811,Perfect,Cecelia Ahern,341,English,4.2,17284,1728,Young Adult,2,1,0,Science Fiction,Dystopia,2017,Feiwel & Friends
5812,Everything and a Happy Ending,Tia Shurina,336,English,4.26,298,11,Self Help,-1,0,1,Autobiography,Memoir,2015,Mascot Books
5813,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,134,Indonesian,3.85,10573,976,Fiction,1,1,0,Short Stories,Novels,2007,Truedee Books & Gagas Media
5814,Closer,Dennis Cooper,208,French,3.61,2383,153,Fiction,1,0,1,LGBT,LGBT,1995,Editions P.O.L.
5815,The Many-Coloured Land,Julian  May,415,English,4.07,11915,535,Science Fiction,7,1,0,Fantasy,Fiction,1981,Pan Books
5816,Twelfth Grade Kills,Heather Brewer,325,English,4.33,15984,737,Paranormal,12,1,0,Vampires,Young Adult,2010,Dutton Juvenile
5817,The Magic of Recluce,L.E. Modesitt Jr.,501,English,3.85,23348,708,Fantasy,0,1,0,Fiction,Fantasy,1992,Tor Books
5818,Never Let You Go,Chevy Stevens,406,English,3.98,28535,3047,Thriller,11,1,0,Mystery,Fiction,2017,St. Martin's Press
5819,"The Lady With the Little Dog and Other Stories, 1896-1904",Anton Chekhov,384,English,4.12,7296,379,Short Stories,-1,1,0,Classics,Fiction,2002,Penguin Classics
5820,Among the Brave,Margaret Peterson Haddix,256,English,4.15,20051,705,Young Adult,2,1,0,Science Fiction,Dystopia,2005,Aladdin
5821,Sins of the Night,Sherrilyn Kenyon,331,English,4.14,37697,1006,Romance,3,1,0,Paranormal Romance,Fantasy,2005,St. Martin's Press
5822,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,608,English,3.9,70462,3457,History,17,0,1,Nonfiction,Science,2005,Penguin Books Ltd. (London)
5823,Annie's Song,Catherine Anderson,410,English,4.18,14944,1276,Romance,3,1,0,Historical Romance,Romance,1996,Avon
5824,Shattered,Teri Terry,402,English,4.22,11868,1014,Young Adult,2,1,0,Science Fiction,Dystopia,2014,Orchard Books
5825,Escape from Mr. Lemoncello's Library,Chris Grabenstein,304,English,4.12,48825,6068,Childrens,14,1,0,Middle Grade,Mystery,2013,Random House Books for Young Readers
5826,Life is Elsewhere,Milan Kundera,432,English,3.96,16347,977,Fiction,1,0,1,European Literature,Czech Literature,2000,Harper Perennial
5827,"Flooded (Beautiful but Strange, #1)",J.J. Sorel,148,English,4.33,309,21,Book Club,-1,1,0,Young Adult,New Adult,2019,self published
5828,Brilliance,Marcus Sakey,444,English,3.97,33163,2420,Science Fiction,7,1,0,Fiction,Thriller,2013,Thomas & Mercer
5829,"Crossover (Cross your Heart and Die, #1)",Diane L. Kowalyshyn,356,English,4.33,388,9,Drama,-1,1,0,Contemporary,Fiction,2021,The Wild Rose Press
5830,Corrupt,Penelope Douglas,516,English,3.84,78926,8734,Romance,3,1,0,Dark,New Adult,2021,CreateSpace Independent Publishing Platform
5831,The Magic of Recluce,L.E. Modesitt Jr.,501,English,3.85,23345,708,Fantasy,0,1,0,Fiction,Fantasy,1992,Tor Books
5832,Microserfs,Douglas Coupland,371,English,3.88,23477,932,Fiction,1,1,0,Humor,Contemporary,1995,Harper Perennial
5833,Spin,Robert Charles Wilson,464,English,4.02,39237,2477,Science Fiction,7,1,0,Fiction,Hugo Awards,2006,Tor Science Fiction
5834,Escaping Destiny,Amelia Hutchins,363,English,4.34,22029,1225,Fantasy,0,1,0,Paranormal,Fantasy,2014,Amelia Hutchins
5835,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris,291,English,3.78,37457,3783,Nonfiction,5,0,1,Autobiography,Memoir,2014,Crown Archetype
5836,A Head Full of Ghosts,Paul Tremblay,286,English,3.8,58081,7803,Horror,9,1,0,Fiction,Thriller,2015,William Morrow
5837,What Have You Done,Matthew Farrell,312,English,3.85,32664,1654,Mystery,8,1,0,Thriller,Fiction,2018,Thomas & Mercer
5838,Gideon the Ninth,Tamsyn Muir,448,English,4.2,62395,11571,Fantasy,0,1,0,Science Fiction,LGBT,2019,Tor
5839,Men of the Otherworld,Kelley Armstrong,369,English,4.26,15890,702,Fantasy,0,1,0,Urban Fantasy,Fantasy,2009,Bantam Books
5840,Cuore,Edmondo de Amicis,362,Italian,3.84,12647,754,Classics,4,1,0,Fiction,Childrens,2006,Adamant Media Corporation
5841,Mastery,Robert Greene,318,English,4.23,32959,2094,Nonfiction,5,0,1,Self Help,Psychology,2012,Viking
5842,في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي,182,Arabic,3.29,21434,2295,Novels,18,1,0,Romance,Fiction,2011,دار الفارابي
5843,Burn for Me,Ilona Andrews,406,English,4.31,50248,4648,Fantasy,0,1,0,Urban Fantasy,Fantasy,2014,Avon
5844,Mythago Wood,Robert Holdstock,332,English,3.8,9072,805,Fantasy,0,1,0,Fiction,Fantasy,2003,Orb Books
5845,Killer,Sara Shepard,320,English,4.04,47476,1638,Young Adult,2,1,0,Mystery,Fiction,2009,HarperTeen
5846,The Twelve Chairs,Ilya Ilf,395,English,4.41,21227,517,Fiction,1,1,0,Cultural,Russia,1997,Northwestern University Press
5847,Beyond the Veil,Quinn Loftis,374,English,4.5,13356,606,Fantasy,0,1,0,Paranormal,Shapeshifters,2012,BCherry Books
5848,My Beloved,T.M. Mendes,315,English,3.87,367,31,Paranormal,12,1,0,Vampires,Fantasy,2014,Blvnp Publishing Incorporated
5849,Passenger,Alexandra Bracken,496,English,3.76,42064,6351,Fantasy,0,1,0,Young Adult,Science Fiction,2016,Disney-Hyperion
5850,The Red Scrolls of Magic,Cassandra Clare,368,English,4.16,37340,5158,Fantasy,0,1,0,Young Adult,LGBT,2019,Simon & Schuster Children's UK
5851,Slingshot: Building the largest machine in human history,Robert G. Williscroft,362,English,4.35,613,24,Fiction,1,1,0,Contemporary,Novels,2016,Createspace Independent Publishing Platform
5852,Way to Be!: 9 Ways To Be Happy And Make Something Of Your Life,Gordon B. Hinckley,125,English,4.59,8110,348,Religion,-1,0,1,Christianity,Lds,2002,Simon  Schuster
5853,Wicked Appetite,Janet Evanovich,319,English,3.77,53698,4721,Mystery,8,1,0,Fiction,Fantasy,2010,St. Martin's Press
5854,False Step,Victoria Helen Stone,269,English,3.63,22423,1047,Thriller,11,1,0,Mystery,Fiction,2019,Lake Union Publishing
5855,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,275,English,4.09,47915,2552,Nonfiction,5,0,1,Autobiography,Memoir,2000,Anchor
5856,Jhereg,Steven Brust,307,German,4.13,14194,587,Fantasy,0,1,0,Fiction,Fantasy,2005,Klett-Cotta
5857,Seduce Me at Sunrise,Lisa Kleypas,360,English,4.07,36781,2135,Romance,3,1,0,Historical Romance,Romance,2008,St. Martin's Paperbacks
5858,Lady Luck,Kristen Ashley,535,English,4.41,37371,2299,Romance,3,1,0,Romance,Contemporary Romance,2011,"Amazon Digital Services, Inc."
5859,Palace of Mirrors,Margaret Peterson Haddix,297,English,3.9,12365,827,Fantasy,0,1,0,Young Adult,Romance,2008,Simon  Schuster Books for Young Readers
5860,Trust in Me,J. Lynn,352,English,4.25,34986,2265,New Adult,-1,1,0,Romance,Contemporary,2013,William Morrow Impulse
5861,Crash into You,Katie McGarry,474,English,4.27,26326,2604,Romance,3,1,0,Young Adult,Contemporary,2013,Harlequin Teen
5862,The Air He Breathes,Brittainy C. Cherry,308,English,4.18,54232,6321,Romance,3,1,0,Contemporary,New Adult,2015,BCherry Books
5863,The Zombie Wizards of Ala-ka,Linda    Armstrong,86,English,4.3,156,2,Fiction,1,1,0,Epic,Drama,2020,Vintage
5864,Taken by Storm,Jennifer Lynn Barnes,314,English,4.12,7320,691,Young Adult,2,1,0,Shapeshifters,Werewolves,2012,EgmontUSA
5865,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",Ronald  Holt,85,English,4.22,84409,796,Mystery,8,1,0,Classics,Fiction,2000,Addison Wesley Publishing Company
5866,The Emperor's Soul,Brandon Sanderson,175,English,4.32,75346,5184,Fantasy,0,1,0,Fiction,Novella,2012,Tachyon Publications
5867,An Absolutely Remarkable Thing,Hank Green,343,English,4.03,84496,13643,Science Fiction,7,1,0,Fiction,Young Adult,2018,Dutton
5868,Nectar in a Sieve,Kamala Markandaya,186,English,3.67,9339,936,Fiction,1,1,0,Classics,Cultural,2002,Signet
5869,The Given Day,Dennis Lehane,704,English,4.06,24519,2821,Historical,6,1,0,Historical Fiction,Fiction,2008,William Morrow
5870,Cranford,Elizabeth Gaskell,257,English,3.85,39095,2679,Classics,4,1,0,Fiction,Historical,2005,Penguin Classics
5871,Sacajawea,Anna Lee Waldo,1424,English,4.25,15702,486,Historical,6,1,0,Historical Fiction,Fiction,1984,Avon
5872,Catch Me If You Can: The True Story of a Real Fake,Frank W. Abagnale,224,English,4.01,60626,2672,Nonfiction,5,0,1,Biography,Autobiography,2003,Mainstream Publishing
5873,My Fair Godmother,Janette Rallison,320,English,3.93,12506,1502,Fantasy,0,1,0,Young Adult,Romance,2009,Walker Childrens
5874,Fragments,Dan Wells,576,English,4.11,25238,1917,Young Adult,2,1,0,Science Fiction,Dystopia,2013,Balzer + Bray
5875,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",D.C. Talk,383,English,4.21,20111,336,Christian,-1,0,1,Nonfiction,Biography,1999,Albury Publishing
5876,Hagakure: The Book of the Samurai,Yamamoto Tsunetomo,179,English,4.05,13640,663,Philosophy,16,0,1,Nonfiction,Cultural,2002,Kodansha
5877,In His Steps,Charles M. Sheldon,96,English,4.15,25466,691,Christian,-1,1,0,Fiction,Christian Fiction,2002,Barbour Publishing
5878,Persepolis 2: The Story of a Return,Marjane Satrapi,187,English,4.16,73024,2772,Sequential Art,10,1,0,Graphic Novels,Nonfiction,2005,Pantheon Books
5879,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,213,English,3.77,110720,6285,Nonfiction,5,0,1,Humor,Autobiography,2005,Bloomsbury USA
5880,My Soul to Save,Rachel Vincent,279,English,3.96,20765,1163,Young Adult,2,1,0,Fantasy,Paranormal,2009,Harlequin Teen
5881,Relentless,Dean R. Koontz,356,English,3.75,16266,1401,Horror,9,1,0,Thriller,Fiction,2009,Bantam
5882,The Nightingale and the Rose,Oscar Wilde,12,English,4.3,7953,685,Classics,4,1,0,Short Stories,Fiction,2006,Kessinger Publishing
5883,The Gospel of Loki,Joanne M. Harris,302,English,3.74,12128,1905,Fantasy,0,1,0,Fantasy,Mythology,2014,Gollancz
5884,The Poison Jungle,Tui T. Sutherland,336,English,4.32,12221,496,Fantasy,0,1,0,Childrens,Middle Grade,2019,Scholastic Press
5885,The Transhumanism Handbook,Newton Lee,863,English,4.3,527,8,Nonfiction,5,1,0,Book Club,Inspirational,2019,Springer International Publishing
5886,One,Richard Bach,320,English,3.91,14260,317,Fiction,1,1,0,Philosophy,Spirituality,2001,Pan Books
5887,Nightlife,Rob Thurman,339,English,3.64,13034,886,Fantasy,0,1,0,Urban Fantasy,Fantasy,2006,Penguin
5888,The Round House,Louise Erdrich,323,English,3.96,103335,10284,Fiction,1,1,0,Mystery,Historical,2012,HarperCollins
5889,La casa de Bernarda Alba,Federico García Lorca,96,Spanish,3.83,24110,1012,Plays,19,1,0,Classics,European Literature,1945,Focus
5890,The Heart of Betrayal,Mary E. Pearson,473,English,4.24,57270,6192,Fantasy,0,1,0,Young Adult,Romance,2015,Henry Holt and Co. (BYR)
5891,A Spark of Light,Jodi Picoult,381,English,3.71,114076,12185,Fiction,1,1,0,Contemporary,Audiobook,2018,Ballantine Books
5892,The Coming of Conan the Cimmerian,Robert E. Howard,496,English,4.15,12410,602,Fantasy,0,1,0,Fiction,Short Stories,2005,Del Rey
5893,Frindle,Andrew Clements,105,English,3.83,111296,4305,Realistic Fiction,-1,1,0,Childrens,Fiction,1998,Atheneum Books for Young Readers
5894,Taran Wanderer,Lloyd Alexander,222,English,4.12,40543,1177,Fantasy,0,1,0,Young Adult,Fiction,2006,Square Fish
5895,God's Smuggler,Brother Andrew,256,English,4.24,40582,1175,Christian,-1,0,1,Biography,Nonfiction,2012,Chosen Books
5896,Indebted,Amy A. Bartol,427,English,4.33,22300,773,Paranormal,12,1,0,Angels,Fantasy,2012,CreateSpace
5897,Of Triton,Anna Banks,246,English,3.97,24691,2036,Fantasy,0,1,0,Young Adult,Romance,2013,Feiwel & Friends
5898,Surviving Raine,Shay Savage,618,English,4.04,14079,1479,New Adult,-1,1,0,Adult Fiction,Erotica,2013,Shay Savage
5899,Carter Reed,Tijan,285,English,4.01,34646,2781,Romance,3,1,0,New Adult,Contemporary,2013,Amulet Books
5900,Erebos,Ursula Poznanski,486,German,4.12,17139,1652,Young Adult,2,1,0,Thriller,Science Fiction,2010,Loewe
5901,Marriage by Law,N.K. Pockett,566,Dutch,4.16,1950,196,Romance,3,1,0,Romance,Contemporary Romance,2014,Blvnp Incorporated
5902,Betrayal High,Mark M. Bello,228,English,4.32,691,49,Fiction,1,1,0,Epic,Contemporary,2020,8Grand Publications
5903,"The Absolute Sandman, Volume Four",Neil Gaiman,608,English,4.69,8261,162,Sequential Art,10,1,0,Comics,Sequential Art,2008,Vertigo
5904,Mattimeo,Brian Jacques,448,English,4.06,32900,539,Fantasy,0,1,0,Fiction,Young Adult,1999,Ace Books
5905,Boy Meets Girl,Meg Cabot,383,English,3.83,28978,1239,Womens Fiction,-1,1,0,Chick Lit,Romance,2004,Pan
5906,Rain of Gold,Victor Villaseñor,576,English,4.49,7040,735,Fiction,1,1,0,Historical,Historical Fiction,1992,Delta
5907,Lost in Time,Melissa de la Cruz,342,English,4.04,26564,939,Paranormal,12,1,0,Vampires,Young Adult,2011,Hyperion
5908,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1931-1932",Anaïs Nin,304,English,3.9,11166,681,Nonfiction,5,0,1,Autobiography,Memoir,1990,Mariner Books
5909,Icefire,Chris d'Lacey,421,English,3.92,24321,698,Fantasy,0,1,0,Fantasy,Dragons,2007,Scholastic Inc.
5910,Buried Child,Sam Shepard,120,English,3.81,10099,247,Plays,19,1,0,Drama,Fiction,2006,Vintage
5911,Proxy,Alex London,384,English,3.87,10545,1600,Young Adult,2,1,0,LGBT,Science Fiction,2013,Philomel Books
5912,"Shatter Me Complete Collection: Shatter Me, Destroy Me, Unravel Me, Fracture Me, Ignite Me",Tahereh Mafi,1327,English,4.6,2178,120,Young Adult,2,1,0,Science Fiction,Dystopia,2014,HarperCollins
5913,Ensnared,A.G. Howard,420,English,4.19,17415,2257,Fantasy,0,1,0,Young Adult,Romance,2015,Amulet Books
5914,Every Last Breath,Jennifer L. Armentrout,378,English,4.25,35547,3827,Fantasy,0,1,0,Young Adult,Fantasy,2015,Harlequin Teen
5915,De Amerikaanse prinses,Annejet van der Zijl,242,Dutch,3.77,31749,1590,Nonfiction,5,0,1,Biography,Historical,2015,Querido
5916,The Dwarf,Pär Lagerkvist,228,English,3.78,5531,384,Fiction,1,1,0,Classics,European Literature,1958,Hill and Wang
5917,Cast in Shadow,Michelle Sagara,507,English,3.79,16595,1056,Fantasy,0,1,0,Fantasy,Urban Fantasy,2005,Luna
5918,The Wayfarer Redemption,Sara Douglass,629,English,3.95,16361,461,Fantasy,0,1,0,Fiction,Fantasy,2001,Tor Fantasy
5919,Stepping Heavenward,Elizabeth Payson Prentiss,352,English,4.15,7697,477,Christian,-1,1,0,Fiction,Christian Fiction,1998,Barbour Books
5920,Outpost,Ann Aguirre,317,English,4.1,31902,2204,Young Adult,2,1,0,Science Fiction,Dystopia,2012,Feiwel & Friends
5921,The Proposition,Katie Ashley,316,English,4.03,50229,2563,Romance,3,1,0,Romance,Contemporary Romance,2012,CreateSpace
5922,"White Rose, Black Forest",Eoin Dempsey,270,English,4.08,54401,2930,Historical,6,1,0,Historical Fiction,Fiction,2018,Lake Union Publishing
5923,Need to Know,Karen   Cleveland,306,English,3.83,29124,4062,Thriller,11,1,0,Fiction,Mystery,2018,Ballantine Books
5924,The Myth of Sisyphus,Albert Camus,192,English,4.17,33955,2143,Philosophy,16,0,1,Nonfiction,Classics,2000,Penguin Classics
5925,The Georgia Express: A Tale of the Civil War,Phillip Urlevich,346,English,4.31,176,2,Fiction,1,1,0,Drama,Novels,2020,Amazon Digital Services
5926,Swallows and Amazons,Arthur Ransome,315,English,3.98,30855,1162,Classics,4,1,0,Fiction,Childrens,2010,David R. Godine Publisher
5927,Black and Blue,Anna Quindlen,288,English,3.89,80479,1749,Fiction,1,1,0,Contemporary,Adult Fiction,2010,Delta Publishing
5928,The Obelisk Gate,N.K. Jemisin,410,English,4.28,121526,9042,Fantasy,0,1,0,Fiction,Science Fiction,2016,Orbit
5929,Dreams of Leaving,Rupert Thomson,448,English,3.52,857,26,Fiction,1,1,0,Literary Fiction,Novels,1996,Bloomsbury Publishing PLC
5930,Mythos: The Greek Myths Retold,Stephen Fry,416,English,4.26,77427,7728,Fantasy,0,1,0,Mythology,Nonfiction,2017,Michael Joseph
5931,Endless Knight,Kresley Cole,320,English,4.36,22760,2293,Young Adult,2,1,0,Fantasy,Fantasy,2014,Simon  Schuster Books for Young Readers
5932,A Grief Observed,C.S. Lewis,76,English,4.17,68848,3813,Nonfiction,5,0,1,Christian,Religion,2015,Harper One
5933,Girls in Pants: The Third Summer of the Sisterhood,Ann Brashares,338,English,3.82,78154,1810,Young Adult,2,1,0,Fiction,Womens Fiction,2006,Ember
5934,Twilight Director's Notebook: The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Catherine Hardwicke,163,English,4.26,118759,515,Nonfiction,5,1,0,Paranormal,Vampires,2009,"Little, Brown Books for Young Readers"
5935,Pathways to Bliss: Mythology and Personal Transformation,Joseph Campbell,224,English,4.36,2521,118,Fantasy,0,1,0,Mythology,Psychology,2004,New World Library
5936,Brothers in Arms,Lois McMaster Bujold,338,English,4.17,17903,594,Science Fiction,7,1,0,Fiction,Space,2001,Baen Books
5937,Impossible,Nancy Werlin,384,English,3.63,17405,2480,Young Adult,2,1,0,Fantasy,Romance,2008,Dial Books
5938,Look Into My Eyes,Lauren Child,390,English,4.21,6787,586,Mystery,8,1,0,Childrens,Middle Grade,2011,HarperCollins Publishers
5939,Lovely Trigger,R.K. Lilley,356,English,4.52,20911,1767,Romance,3,1,0,Romance,Contemporary Romance,2014,Amazon Digital Services
5940,Un Lun Dun,China Miéville,432,English,3.82,18170,1946,Fantasy,0,1,0,Young Adult,Fiction,2007,Del Rey
5941,King of the Wind: The Story of the Godolphin Arabian,Marguerite Henry,176,English,4.2,25103,816,Animals,-1,0,1,Horses,Fiction,1990,Aladdin
5942,Never Never: Part Two,Colleen Hoover,158,English,4.03,50412,5681,Romance,3,1,0,Young Adult,Contemporary,2015,New Directions
5943,Nine Minutes,Beth Flynn,317,English,4.37,17804,2931,Dark,-1,1,0,Romance,Contemporary,2014,Createspace Independent Publishing Platform
5944,Tales from Earthsea,Ursula K. Le Guin,280,English,4.07,21708,1008,Fantasy,0,1,0,Fiction,Short Stories,2003,Ace
5945,See Me,Nicholas Sparks,482,English,3.97,75788,6187,Romance,3,1,0,Fiction,Womens Fiction,2015,Grand Central Publishing
5946,Point of Impact,Stephen Hunter,528,English,4.28,15762,764,Thriller,11,1,0,Fiction,Mystery,2003,Arrow
5947,Beauty Queens,Libba Bray,396,English,3.62,56978,7895,Young Adult,2,1,0,Contemporary,Humor,2011,Scholastic Press
5948,Ross Poldark,Winston Graham,379,English,4.07,29730,2969,Historical,6,1,0,Historical Fiction,Fiction,2015,Sourcebooks Landmark
